premise,choice1,choice2,question,difficulty,answer,label,split,input,output,task,option1,option2,output_text,output_label,preds,choice,is_correct
The student procrastinated on the paper.,He submitted the paper early.,He submitted the paper incomplete.,effect,hard,2,1,test,question: the student procrastinated on the paper. what is the most plausible effect? options: a) he submitted the paper early b) he submitted the paper incomplete,he submitted the paper incomplete,copa,he submitted the paper early,he submitted the paper incomplete,b) he submitted the paper incomplete,b,b) he submitted the paper incomplete,b,1
My car broke down.,I went to the mall.,I called a mechanic.,effect,hard,2,1,test,question: my car broke down. what is the most plausible effect? options: a) i went to the mall b) i called a mechanic,i called a mechanic,copa,i went to the mall,i called a mechanic,b) i called a mechanic,b,b) i called a mechanic,b,1
I discarded the note.,It was anonymous.,It was illegible.,cause,hard,2,1,test,question: i discarded the note. what is the most plausible cause? options: a) it was anonymous b) it was illegible,it was illegible,copa,it was anonymous,it was illegible,b) it was illegible,b,b) it was illegible,b,1
The bird flapped its wings.,It laid eggs.,It ascended upwards.,effect,easy,2,1,test,question: the bird flapped its wings. what is the most plausible effect? options: a) it laid eggs b) it ascended upwards,it ascended upwards,copa,it laid eggs,it ascended upwards,b) it ascended upwards,b,b) it ascended upwards,b,1
I parked in the driveway.,The garage was open.,The garage was full.,cause,hard,2,1,test,question: i parked in the driveway. what is the most plausible cause? options: a) the garage was open b) the garage was full,the garage was full,copa,the garage was open,the garage was full,b) the garage was full,b,a) the garage was open,a,0
The criminal aimed the gun at his victim.,The criminal put down the gun.,The victim put his hands up.,effect,hard,2,1,test,question: the criminal aimed the gun at his victim. what is the most plausible effect? options: a) the criminal put down the gun b) the victim put his hands up,the victim put his hands up,copa,the criminal put down the gun,the victim put his hands up,b) the victim put his hands up,b,a) the criminal put down the gun,a,0
I looked forward to the weekend.,I planned to attend my uncle's funeral.,I planned to attend my friend's wedding.,cause,hard,2,1,test,question: i looked forward to the weekend. what is the most plausible cause? options: a) i planned to attend my uncles funeral b) i planned to attend my friends wedding,i planned to attend my friends wedding,copa,i planned to attend my uncles funeral,i planned to attend my friends wedding,b) i planned to attend my friends wedding,b,b) i planned to attend my friends wedding,b,1
I lost track of time.,I was daydreaming.,I was nauseous.,cause,hard,1,0,test,question: i lost track of time. what is the most plausible cause? options: a) i was daydreaming b) i was nauseous,i was daydreaming,copa,i was daydreaming,i was nauseous,a) i was daydreaming,a,a) i was daydreaming,a,1
The document printed out illegibly.,The printer was low on ink.,The print was out of paper.,cause,hard,1,0,test,question: the document printed out illegibly. what is the most plausible cause? options: a) the printer was low on ink b) the print was out of paper,the printer was low on ink,copa,the printer was low on ink,the print was out of paper,a) the printer was low on ink,a,b) the print was out of paper,b,0
The stadium played the national anthem.,The fans turned to the flag.,The fans rushed the field.,effect,hard,1,0,test,question: the stadium played the national anthem. what is the most plausible effect? options: a) the fans turned to the flag b) the fans rushed the field,the fans turned to the flag,copa,the fans turned to the flag,the fans rushed the field,a) the fans turned to the flag,a,a) the fans turned to the flag,a,1
The dip tasted bland.,I served it.,I put salt in it.,effect,hard,2,1,test,question: the dip tasted bland. what is the most plausible effect? options: a) i served it b) i put salt in it,i put salt in it,copa,i served it,i put salt in it,b) i put salt in it,b,b) i put salt in it,b,1
I set the paper towel on the spill.,The towel absorbed the liquid.,The spill left a sticky residue.,effect,hard,1,0,test,question: i set the paper towel on the spill. what is the most plausible effect? options: a) the towel absorbed the liquid b) the spill left a sticky residue,the towel absorbed the liquid,copa,the towel absorbed the liquid,the spill left a sticky residue,a) the towel absorbed the liquid,a,b) the spill left a sticky residue,b,0
The woman was interrupted in the midst of reading her book.,She bookmarked her page.,She reread the book.,effect,hard,1,0,test,question: the woman was interrupted in the midst of reading her book. what is the most plausible effect? options: a) she bookmarked her page b) she reread the book,she bookmarked her page,copa,she bookmarked her page,she reread the book,a) she bookmarked her page,a,b) she reread the book,b,0
The plane hit some turbulence.,The man tightened his seatbelt.,The man looked out the window.,effect,hard,1,0,test,question: the plane hit some turbulence. what is the most plausible effect? options: a) the man tightened his seatbelt b) the man looked out the window,the man tightened his seatbelt,copa,the man tightened his seatbelt,the man looked out the window,a) the man tightened his seatbelt,a,a) the man tightened his seatbelt,a,1
The boy flinched.,The girl ignored him.,The girl poked him.,cause,hard,2,1,test,question: the boy flinched. what is the most plausible cause? options: a) the girl ignored him b) the girl poked him,the girl poked him,copa,the girl ignored him,the girl poked him,b) the girl poked him,b,b) the girl poked him,b,1
The doctors gave the patient an artificial limb.,They amputated her leg.,They monitored her vitals.,cause,easy,1,0,test,question: the doctors gave the patient an artificial limb. what is the most plausible cause? options: a) they amputated her leg b) they monitored her vitals,they amputated her leg,copa,they amputated her leg,they monitored her vitals,a) they amputated her leg,a,a) they amputated her leg,a,1
The boy pinched the girl's elbow.,She shrugged her shoulders at him.,She jerked her arm away from him.,effect,easy,2,1,test,question: the boy pinched the girl's elbow. what is the most plausible effect? options: a) she shrugged her shoulders at him b) she jerked her arm away from him,she jerked her arm away from him,copa,she shrugged her shoulders at him,she jerked her arm away from him,b) she jerked her arm away from him,b,b) she jerked her arm away from him,b,1
I asked my friend for advice.,I valued his opinion.,I knew I was right.,cause,hard,1,0,test,question: i asked my friend for advice. what is the most plausible cause? options: a) i valued his opinion b) i knew i was right,i valued his opinion,copa,i valued his opinion,i knew i was right,a) i valued his opinion,a,a) i valued his opinion,a,1
The boy stepped in mud.,The mud stuck to his shoes.,The mud hit him in the face.,effect,hard,1,0,test,question: the boy stepped in mud. what is the most plausible effect? options: a) the mud stuck to his shoes b) the mud hit him in the face,the mud stuck to his shoes,copa,the mud stuck to his shoes,the mud hit him in the face,a) the mud stuck to his shoes,a,a) the mud stuck to his shoes,a,1
The town received several inches of snow.,Schools shut down.,People hid underground.,effect,hard,1,0,test,question: the town received several inches of snow. what is the most plausible effect? options: a) schools shut down b) people hid underground,schools shut down,copa,schools shut down,people hid underground,a) schools shut down,a,b) people hid underground,b,0
The employee's shift ended.,He went home for the day.,He threatened to quit the job.,effect,hard,1,0,test,question: the employee's shift ended. what is the most plausible effect? options: a) he went home for the day b) he threatened to quit the job,he went home for the day,copa,he went home for the day,he threatened to quit the job,a) he went home for the day,a,a) he went home for the day,a,1
The tree damaged the house.,The tree fell onto the roof.,The tree shaded the backyard.,cause,easy,1,0,test,question: the tree damaged the house. what is the most plausible cause? options: a) the tree fell onto the roof b) the tree shaded the backyard,the tree fell onto the roof,copa,the tree fell onto the roof,the tree shaded the backyard,a) the tree fell onto the roof,a,a) the tree fell onto the roof,a,1
The wood split in half.,I stacked the wood in the fireplace.,I swung the axe down to the wood.,cause,easy,2,1,test,question: the wood split in half. what is the most plausible cause? options: a) i stacked the wood in the fireplace b) i swung the axe down to the wood,i swung the axe down to the wood,copa,i stacked the wood in the fireplace,i swung the axe down to the wood,b) i swung the axe down to the wood,b,b) i swung the axe down to the wood,b,1
The family congratulated the couple.,The couple announced that they were separating.,The couple announced that they were having a baby.,cause,easy,2,1,test,question: the family congratulated the couple. what is the most plausible cause? options: a) the couple announced that they were separating b) the couple announced that they were having a baby,the couple announced that they were having a baby,copa,the couple announced that they were separating,the couple announced that they were having a baby,b) the couple announced that they were having a baby,b,b) the couple announced they were having a baby,b,1
The girl sent the boy a valentine.,She liked him.,She kissed him.,cause,hard,1,0,test,question: the girl sent the boy a valentine. what is the most plausible cause? options: a) she liked him b) she kissed him,she liked him,copa,she liked him,she kissed him,a) she liked him,a,a) she liked him,a,1
I nodded my head at my friend's statement.,I was confused.,I agreed with him.,cause,hard,2,1,test,question: i nodded my head at my friend's statement. what is the most plausible cause? options: a) i was confused b) i agreed with him,i agreed with him,copa,i was confused,i agreed with him,b) i agreed with him,b,a) i was confused,a,0
The friends flipped a coin.,They wanted to find a compromise.,They wanted to make a fair decision.,cause,hard,2,1,test,question: the friends flipped a coin. what is the most plausible cause? options: a) they wanted to find a compromise b) they wanted to make a fair decision,they wanted to make a fair decision,copa,they wanted to find a compromise,they wanted to make a fair decision,b) they wanted to make a fair decision,b,b) they wanted to make a fair decision,b,1
The timer in the kitchen went off.,The man unloaded the groceries into the refrigerator.,The man took the pizza out of the oven.,effect,easy,2,1,test,question: the timer in the kitchen went off. what is the most plausible effect? options: a) the man unloaded the groceries into the refrigerator b) the man took the pizza out of the oven,the man took the pizza out of the oven,copa,the man unloaded the groceries into the refrigerator,the man took the pizza out of the oven,b) the man took the pizza out of the oven,b,b) the man took the pizza out of the oven,b,1
The woman set an ambitious goal.,She slacked off.,She worked hard.,effect,hard,2,1,test,question: the woman set an ambitious goal. what is the most plausible effect? options: a) she slacked off b) she worked hard,she worked hard,copa,she slacked off,she worked hard,b) she worked hard,b,b) she worked hard,b,1
The wealthy man died of old age.,His son got into legal trouble.,His son inherited his fortune.,effect,hard,2,1,test,question: the wealthy man died of old age. what is the most plausible effect? options: a) his son got into legal trouble b) his son inherited his fortune,his son inherited his fortune,copa,his son got into legal trouble,his son inherited his fortune,b) his son inherited his fortune,b,b) his son inherited his fortune,b,1
The woman stomped on the flames.,The flames went out.,Smoke arose from the flames.,effect,easy,1,0,test,question: the woman stomped on the flames. what is the most plausible effect? options: a) the flames went out b) smoke arose from the flames,the flames went out,copa,the flames went out,smoke arose from the flames,a) the flames went out,a,b) smoke arose from the flames,b,0
The woman's car was in the shop.,Her driver's license was revoked.,She got in a car accident.,cause,easy,2,1,test,question: the woman's car was in the shop. what is the most plausible cause? options: a) her drivers license was revoked b) she got in a car accident,she got in a car accident,copa,her drivers license was revoked,she got in a car accident,b) she got in a car accident,b,b) she got in a car accident,b,1
I slept through my alarm.,I made breakfast.,I missed breakfast.,effect,easy,2,1,test,question: i slept through my alarm. what is the most plausible effect? options: a) i made breakfast b) i missed breakfast,i missed breakfast,copa,i made breakfast,i missed breakfast,b) i missed breakfast,b,b) i missed breakfast,b,1
The public figure got out of the limousine.,Cameras flashed in his direction.,His family attended the press conference.,effect,easy,1,0,test,question: the public figure got out of the limousine. what is the most plausible effect? options: a) cameras flashed in his direction b) his family attended the press conference,cameras flashed in his direction,copa,cameras flashed in his direction,his family attended the press conference,a) cameras flashed in his direction,a,b) his family attended the press conference,b,0
The woman lingered in the bathtub.,The bathwater became lukewarm.,The bathwater drained out of the tub.,effect,hard,1,0,test,question: the woman lingered in the bathtub. what is the most plausible effect? options: a) the bathwater became lukewarm b) the bathwater drained out of the tub,the bathwater became lukewarm,copa,the bathwater became lukewarm,the bathwater drained out of the tub,a) the bathwater became lukewarm,a,b) the bathwater drained out of the tub,b,0
The college student wanted to meet other students on campus.,He joined a fraternity.,He majored in engineering.,effect,hard,1,0,test,question: the college student wanted to meet other students on campus. what is the most plausible effect? options: a) he joined a fraternity b) he majored in engineering,he joined a fraternity,copa,he joined a fraternity,he majored in engineering,a) he joined a fraternity,a,a) he joined a fraternity,a,1
I lifted up the couch cushions.,I was looking for loose change.,I was rearranging the living room.,cause,hard,1,0,test,question: i lifted up the couch cushions. what is the most plausible cause? options: a) i was looking for loose change b) i was rearranging the living room,i was looking for loose change,copa,i was looking for loose change,i was rearranging the living room,a) i was looking for loose change,a,b) i was rearranging the living room,b,0
The wasp flew towards the boy.,The boy ran away.,The boy picked a flower.,effect,hard,1,0,test,question: the wasp flew towards the boy. what is the most plausible effect? options: a) the boy ran away b) the boy picked a flower,the boy ran away,copa,the boy ran away,the boy picked a flower,a) the boy ran away,a,a) the boy ran away,a,1
The woman was found guilty of a misdemeanor.,She was sentenced to perform community service.,She was put on death row.,effect,hard,1,0,test,question: the woman was found guilty of a misdemeanor. what is the most plausible effect? options: a) she was sentenced to perform community service b) she was put on death row,she was sentenced to perform community service,copa,she was sentenced to perform community service,she was put on death row,a) she was sentenced to perform community service,a,b) she was put on death row,b,0
I stirred the sugar into the hot tea.,The tea steamed.,The sugar dissolved.,effect,easy,2,1,test,question: i stirred the sugar into the hot tea. what is the most plausible effect? options: a) the tea steamed b) the sugar dissolved,the sugar dissolved,copa,the tea steamed,the sugar dissolved,b) the sugar dissolved,b,b) the sugar dissolved,b,1
The veteran walked with a limp.,He was drafted for the war.,He was injured in battle.,cause,easy,2,1,test,question: the veteran walked with a limp. what is the most plausible cause? options: a) he was drafted for the war b) he was injured in battle,he was injured in battle,copa,he was drafted for the war,he was injured in battle,b) he was injured in battle,b,b) he was injured in battle,b,1
The criminal ran away from the police.,The police attended to the victim.,The police chased the criminal.,effect,hard,2,1,test,question: the criminal ran away from the police. what is the most plausible effect? options: a) the police attended to the victim b) the police chased the criminal,the police chased the criminal,copa,the police attended to the victim,the police chased the criminal,b) the police chased the criminal,b,b) the police chased the criminal,b,1
The laptop wouldn't turn on.,I dropped it.,I charged it.,cause,hard,1,0,test,question: the laptop wouldn't turn on. what is the most plausible cause? options: a) i dropped it b) i charged it,i dropped it,copa,i dropped it,i charged it,a) i dropped it,a,b) i charged it,b,0
The woman ran out of room in her closet.,She acquired an extensive wardrobe.,She folded her laundry.,cause,easy,1,0,test,question: the woman ran out of room in her closet. what is the most plausible cause? options: a) she acquired an extensive wardrobe b) she folded her laundry,she acquired an extensive wardrobe,copa,she acquired an extensive wardrobe,she folded her laundry,a) she acquired an extensive wardrobe,a,b) she folded her laundry,b,0
The man was heartbroken.,His wife gave birth.,His wife left him.,cause,hard,2,1,test,question: the man was heartbroken. what is the most plausible cause? options: a) his wife gave birth b) his wife left him,his wife left him,copa,his wife gave birth,his wife left him,b) his wife left him,b,a) his wife gave birth,a,0
The man obtained a degree.,He became qualified for the job he wanted.,His job offer was rescinded.,effect,hard,1,0,test,question: the man obtained a degree. what is the most plausible effect? options: a) he became qualified for the job he wanted b) his job offer was rescinded,he became qualified for the job he wanted,copa,he became qualified for the job he wanted,his job offer was rescinded,a) he became qualified for the job he wanted,a,a) he became qualified for the job he wanted,a,1
The man's voice projected clearly throughout the auditorium.,He greeted the audience.,He spoke into the microphone.,cause,easy,2,1,test,question: the man's voice projected clearly throughout the auditorium. what is the most plausible cause? options: a) he greeted the audience b) he spoke into the microphone,he spoke into the microphone,copa,he greeted the audience,he spoke into the microphone,b) he spoke into the microphone,b,b) he spoke into the microphone,b,1
I tossed a coin into the fountain of water.,The coin sunk to the bottom.,The coin broke in half.,effect,hard,1,0,test,question: i tossed a coin into the fountain of water. what is the most plausible effect? options: a) the coin sunk to the bottom b) the coin broke in half,the coin sunk to the bottom,copa,the coin sunk to the bottom,the coin broke in half,a) the coin sunk to the bottom,a,a) the coin sunk to the bottom,a,1
The player hit the ball toward the hole.,The ball went in the hole.,The ball retreated back to the player.,effect,hard,1,0,test,question: the player hit the ball toward the hole. what is the most plausible effect? options: a) the ball went in the hole b) the ball retreated back to the player,the ball went in the hole,copa,the ball went in the hole,the ball retreated back to the player,a) the ball went in the hole,a,a) the ball went in the hole,a,1
I breathed in the dust in the attic.,I hiccupped.,I sneezed.,effect,hard,2,1,test,question: i breathed in the dust in the attic. what is the most plausible effect? options: a) i hiccupped b) i sneezed,i sneezed,copa,i hiccupped,i sneezed,b) i sneezed,b,a) i hiccupped,a,0
The store cashier called security.,The customer used counterfeit money.,The customer left his headlights on.,cause,easy,1,0,test,question: the store cashier called security. what is the most plausible cause? options: a) the customer used counterfeit money b) the customer left his headlights on,the customer used counterfeit money,copa,the customer used counterfeit money,the customer left his headlights on,a) the customer used counterfeit money,a,a) the customer used counterfeit money,a,1
I took the garbage out.,The garbage made the kitchen smell bad.,I accidentally threw away my shopping list.,cause,hard,1,0,test,question: i took the garbage out. what is the most plausible cause? options: a) the garbage made the kitchen smell bad b) i accidentally threw away my shopping list,the garbage made the kitchen smell bad,copa,the garbage made the kitchen smell bad,i accidentally threw away my shopping list,a) the garbage made the kitchen smell bad,a,a) the garbage made the kitchen smell bad,a,1
The family went to the zoo.,The children admired the animals.,The children chased the animals.,effect,hard,1,0,test,question: the family went to the zoo. what is the most plausible effect? options: a) the children admired the animals b) the children chased the animals,the children admired the animals,copa,the children admired the animals,the children chased the animals,a) the children admired the animals,a,a) the children admired the animals,a,1
The man's breathing was loud.,His kidneys were failing.,His lungs were congested.,cause,easy,2,1,test,question: the man's breathing was loud. what is the most plausible cause? options: a) his kidneys were failing b) his lungs were congested,his lungs were congested,copa,his kidneys were failing,his lungs were congested,b) his lungs were congested,b,b) his lungs were congested,b,1
I had an extra ticket for the concert.,I asked my friend for directions to the venue.,I asked my friend if he was interested in going.,effect,hard,2,1,test,question: i had an extra ticket for the concert. what is the most plausible effect? options: a) i asked my friend for directions to the venue b) i asked my friend if he was interested in going,i asked my friend if he was interested in going,copa,i asked my friend for directions to the venue,i asked my friend if he was interested in going,b) i asked my friend if he was interested in going,b,b) i asked my friend if he was interested in going,b,1
The air conditioner in the house broke.,I brought out blankets.,I opened the windows.,effect,hard,2,1,test,question: the air conditioner in the house broke. what is the most plausible effect? options: a) i brought out blankets b) i opened the windows,i opened the windows,copa,i brought out blankets,i opened the windows,b) i opened the windows,b,b) i opened the windows,b,1
The boy's back ached.,His backpack was open.,His backpack was heavy.,cause,easy,2,1,test,question: the boy's back ached. what is the most plausible cause? options: a) his backpack was open b) his backpack was heavy,his backpack was heavy,copa,his backpack was open,his backpack was heavy,b) his backpack was heavy,b,b) his backpack was heavy,b,1
I bought my mother a present.,I baked her a cake.,It was her birthday.,cause,hard,2,1,test,question: i bought my mother a present. what is the most plausible cause? options: a) i baked her a cake b) it was her birthday,it was her birthday,copa,i baked her a cake,it was her birthday,b) it was her birthday,b,b) it was her birthday,b,1
The daffodils in the garden were destroyed.,A bee stung the gardener.,Squirrels dug up the bulbs.,cause,hard,2,1,test,question: the daffodils in the garden were destroyed. what is the most plausible cause? options: a) a bee stung the gardener b) squirrels dug up the bulbs,squirrels dug up the bulbs,copa,a bee stung the gardener,squirrels dug up the bulbs,b) squirrels dug up the bulbs,b,b) squirrels dug up the bulbs,b,1
I struck the match.,The flame faded out.,The match produced a flame.,effect,hard,2,1,test,question: i struck the match. what is the most plausible effect? options: a) the flame faded out b) the match produced a flame,the match produced a flame,copa,the flame faded out,the match produced a flame,b) the match produced a flame,b,a) the flame faded out,a,0
The disputing parties reached a settlement.,They didn't want to debate in court.,They wanted to repair their personal relationship.,cause,hard,1,0,test,question: the disputing parties reached a settlement. what is the most plausible cause? options: a) they didnt want to debate in court b) they wanted to repair their personal relationship,they didnt want to debate in court,copa,they didnt want to debate in court,they wanted to repair their personal relationship,a) they didnt want to debate in court,a,b) they wanted to repair their personal relationship,b,0
The children were sent to an orphanage.,Their parents died.,Their parents spoiled them.,cause,hard,1,0,test,question: the children were sent to an orphanage. what is the most plausible cause? options: a) their parents died b) their parents spoiled them,their parents died,copa,their parents died,their parents spoiled them,a) their parents died,a,a) their parents died,a,1
A meteorite landed in the ocean.,A tsunami occurred.,It began to hail.,effect,easy,1,0,test,question: a meteorite landed in the ocean. what is the most plausible effect? options: a) a tsunami occurred b) it began to hail,a tsunami occurred,copa,a tsunami occurred,it began to hail,a) a tsunami occurred,a,a) a tsunami occurred,a,1
The hiker encountered a poisonous snake.,She became dehydrated.,She panicked.,effect,hard,2,1,test,question: the hiker encountered a poisonous snake. what is the most plausible effect? options: a) she became dehydrated b) she panicked,she panicked,copa,she became dehydrated,she panicked,b) she panicked,b,b) she panicked,b,1
The oven became hot.,I turned the oven on.,I put the dish in the oven.,cause,hard,1,0,test,question: the oven became hot. what is the most plausible cause? options: a) i turned the oven on b) i put the dish in the oven,i turned the oven on,copa,i turned the oven on,i put the dish in the oven,a) i turned the oven on,a,a) i turned the oven on,a,1
I squeezed the lemon wedge.,The lemon got moldy.,The lemon squirted.,effect,easy,2,1,test,question: i squeezed the lemon wedge. what is the most plausible effect? options: a) the lemon got moldy b) the lemon squirted,the lemon squirted,copa,the lemon got moldy,the lemon squirted,b) the lemon squirted,b,b) the lemon squirted,b,1
The country discovered new land.,The country abandoned the land.,The country colonized the land.,effect,hard,2,1,test,question: the country discovered new land. what is the most plausible effect? options: a) the country abandoned the land b) the country colonized the land,the country colonized the land,copa,the country abandoned the land,the country colonized the land,b) the country colonized the land,b,b) the country colonized the land,b,1
The glass toppled off the table.,It shattered all over the floor.,It landed in a pile of laundry.,effect,easy,1,0,test,question: the glass toppled off the table. what is the most plausible effect? options: a) it shattered all over the floor b) it landed in a pile of laundry,it shattered all over the floor,copa,it shattered all over the floor,it landed in a pile of laundry,a) it shattered all over the floor,a,a) it shattered all over the floor,a,1
The table wobbled.,The floor was uneven.,The floor was slippery.,cause,hard,1,0,test,question: the table wobbled. what is the most plausible cause? options: a) the floor was uneven b) the floor was slippery,the floor was uneven,copa,the floor was uneven,the floor was slippery,a) the floor was uneven,a,a) the floor was uneven,a,1
The father caught his son lying.,His son confessed the truth.,The father trusted his son.,effect,easy,1,0,test,question: the father caught his son lying. what is the most plausible effect? options: a) his son confessed the truth b) the father trusted his son,his son confessed the truth,copa,his son confessed the truth,the father trusted his son,a) his son confessed the truth,a,b) the father trusted his son,b,0
The man's head throbbed with pain.,He took cough syrup.,He took aspirin.,effect,hard,2,1,test,question: the man's head throbbed with pain. what is the most plausible effect? options: a) he took cough syrup b) he took aspirin,he took aspirin,copa,he took cough syrup,he took aspirin,b) he took aspirin,b,b) he took aspirin,b,1
The train slowed down.,It was approaching the station.,It was running behind schedule.,cause,easy,1,0,test,question: the train slowed down. what is the most plausible cause? options: a) it was approaching the station b) it was running behind schedule,it was approaching the station,copa,it was approaching the station,it was running behind schedule,a) it was approaching the station,a,b) it was running behind schedule,b,0
The man went through therapy.,Mental illness ran in his family.,He was diagnosed with depression.,cause,hard,2,1,test,question: the man went through therapy. what is the most plausible cause? options: a) mental illness ran in his family b) he was diagnosed with depression,he was diagnosed with depression,copa,mental illness ran in his family,he was diagnosed with depression,b) he was diagnosed with depression,b,b) he was diagnosed with depression,b,1
The woman clutched her throat.,She swallowed her food.,She choked on her food.,cause,hard,2,1,test,question: the woman clutched her throat. what is the most plausible cause? options: a) she swallowed her food b) she choked on her food,she choked on her food,copa,she swallowed her food,she choked on her food,b) she choked on her food,b,b) she choked on her food,b,1
The woman had a sore throat.,Her voice sounded raspy.,She spoke with an accent.,effect,hard,1,0,test,question: the woman had a sore throat. what is the most plausible effect? options: a) her voice sounded raspy b) she spoke with an accent,her voice sounded raspy,copa,her voice sounded raspy,she spoke with an accent,a) her voice sounded raspy,a,a) her voice sounded raspy,a,1
The dog eyed the juicy steak on the table.,It drooled.,It laid down.,effect,hard,1,0,test,question: the dog eyed the juicy steak on the table. what is the most plausible effect? options: a) it drooled b) it laid down,it drooled,copa,it drooled,it laid down,a) it drooled,a,b) it laid down,b,0
The woman's business succeeded.,She fired her employees.,She became wealthy.,effect,easy,2,1,test,question: the woman's business succeeded. what is the most plausible effect? options: a) she fired her employees b) she became wealthy,she became wealthy,copa,she fired her employees,she became wealthy,b) she became wealthy,b,b) she became wealthy,b,1
The students exited the classroom.,The bell rang.,The teacher assigned homework.,cause,hard,1,0,test,question: the students exited the classroom. what is the most plausible cause? options: a) the bell rang b) the teacher assigned homework,the bell rang,copa,the bell rang,the teacher assigned homework,a) the bell rang,a,a) the bell rang,a,1
The woman claimed she saw a ghost.,Her acquaintances expressed skepticism.,Her acquaintances related to her.,effect,hard,1,0,test,question: the woman claimed she saw a ghost. what is the most plausible effect? options: a) her acquaintances expressed skepticism b) her acquaintances related to her,her acquaintances expressed skepticism,copa,her acquaintances expressed skepticism,her acquaintances related to her,a) her acquaintances expressed skepticism,a,b) her acquaintances related to her,b,0
The man lost his hearing.,He nearly drowned in the ocean.,He was nearly killed in an explosion.,cause,easy,2,1,test,question: the man lost his hearing. what is the most plausible cause? options: a) he nearly drowned in the ocean b) he was nearly killed in an explosion,he was nearly killed in an explosion,copa,he nearly drowned in the ocean,he was nearly killed in an explosion,b) he was nearly killed in an explosion,b,b) he was nearly killed in an explosion,b,1
The child let go of the balloon string.,The balloon deflated.,The balloon rose into the air.,effect,hard,2,1,test,question: the child let go of the balloon string. what is the most plausible effect? options: a) the balloon deflated b) the balloon rose into the air,the balloon rose into the air,copa,the balloon deflated,the balloon rose into the air,b) the balloon rose into the air,b,a) the balloon deflated,a,0
The man lost his ability to speak.,He had a stroke.,He took a deep breath.,cause,easy,1,0,test,question: the man lost his ability to speak. what is the most plausible cause? options: a) he had a stroke b) he took a deep breath,he had a stroke,copa,he had a stroke,he took a deep breath,a) he had a stroke,a,a) he had a stroke,a,1
The woman tripped on the sidewalk.,There was a crack in the cement.,She heard her name being called.,cause,easy,1,0,test,question: the woman tripped on the sidewalk. what is the most plausible cause? options: a) there was a crack in the cement b) she heard her name being called,there was a crack in the cement,copa,there was a crack in the cement,she heard her name being called,a) there was a crack in the cement,a,a) there was a crack in the cement,a,1
The man did a canon ball into the pool.,The lifeguard jumped in after him.,The man soaked the lifeguard.,effect,hard,2,1,test,question: the man did a canon ball into the pool. what is the most plausible effect? options: a) the lifeguard jumped in after him b) the man soaked the lifeguard,the man soaked the lifeguard,copa,the lifeguard jumped in after him,the man soaked the lifeguard,b) the man soaked the lifeguard,b,b) the man soaked the lifeguard,b,1
I took antibiotics.,My infection cleared up.,My infection spread.,effect,easy,1,0,test,question: i took antibiotics. what is the most plausible effect? options: a) my infection cleared up b) my infection spread,my infection cleared up,copa,my infection cleared up,my infection spread,a) my infection cleared up,a,a) my infection cleared up,a,1
The traffic light turned yellow.,The driver pushed the brake.,The driver honked his horn.,effect,hard,1,0,test,question: the traffic light turned yellow. what is the most plausible effect? options: a) the driver pushed the brake b) the driver honked his horn,the driver pushed the brake,copa,the driver pushed the brake,the driver honked his horn,a) the driver pushed the brake,a,b) the driver honked his horn,b,0
The plastic container melted.,I soaked the container in warm water.,I placed the container on the hot stove.,cause,easy,2,1,test,question: the plastic container melted. what is the most plausible cause? options: a) i soaked the container in warm water b) i placed the container on the hot stove,i placed the container on the hot stove,copa,i soaked the container in warm water,i placed the container on the hot stove,b) i placed the container on the hot stove,b,b) i placed the container on the hot stove,b,1
The car got dented.,The driver hit a telephone pole.,The driver ran a red light.,cause,hard,1,0,test,question: the car got dented. what is the most plausible cause? options: a) the driver hit a telephone pole b) the driver ran a red light,the driver hit a telephone pole,copa,the driver hit a telephone pole,the driver ran a red light,a) the driver hit a telephone pole,a,a) the driver hit a telephone pole,a,1
The boy studied all night.,He skipped the exam.,He passed the exam.,effect,hard,2,1,test,question: the boy studied all night. what is the most plausible effect? options: a) he skipped the exam b) he passed the exam,he passed the exam,copa,he skipped the exam,he passed the exam,b) he passed the exam,b,b) he passed the exam,b,1
The young boy clung to the ledge of the pool.,He feared learning to swim.,The lifeguard was on duty.,cause,hard,1,0,test,question: the young boy clung to the ledge of the pool. what is the most plausible cause? options: a) he feared learning to swim b) the lifeguard was on duty,he feared learning to swim,copa,he feared learning to swim,the lifeguard was on duty,a) he feared learning to swim,a,a) he feared learning to swim,a,1
I put my hand to my chest.,I felt my heartbeat.,My heart rate sped up.,effect,hard,1,0,test,question: i put my hand to my chest. what is the most plausible effect? options: a) i felt my heartbeat b) my heart rate sped up,i felt my heartbeat,copa,i felt my heartbeat,my heart rate sped up,a) i felt my heartbeat,a,a) i felt my heartbeat,a,1
The building adjacent to my office was under construction.,My office was crowded.,My office was noisy.,effect,easy,2,1,test,question: the building adjacent to my office was under construction. what is the most plausible effect? options: a) my office was crowded b) my office was noisy,my office was noisy,copa,my office was crowded,my office was noisy,b) my office was noisy,b,a) my office was crowded,a,0
The family wanted to get to know their new neighbors.,The family invited the neighbors over for dinner.,The family waved to the neighbors from their yard.,effect,hard,1,0,test,question: the family wanted to get to know their new neighbors. what is the most plausible effect? options: a) the family invited the neighbors over for dinner b) the family waved to the neighbors from their yard,the family invited the neighbors over for dinner,copa,the family invited the neighbors over for dinner,the family waved to the neighbors from their yard,a) the family invited the neighbors over for dinner,a,a) the family invited the neighbors over for dinner,a,1
